,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
35,Tasiilaq,75,GL,1558721949,75,65.61,-37.64,35.6,6.93
36,Stawell,57,AU,1558721949,97,-37.06,142.77,48.99,1.01
37,Andrews,75,US,1558721949,45,32.32,-102.55,86.0,9.17
38,Longyearbyen,40,NO,1558721950,58,78.22,15.63,24.8,16.11
39,Praia,75,BR,1558721950,42,-20.25,-43.81,84.2,9.17
40,Torbay,75,CA,1558721950,81,47.66,-52.73,46.0,13.87
41,Naze,40,NG,1558721951,79,5.43,7.07,86.0,5.82
42,Jalu,0,LY,1558721951,17,29.03,21.55,84.72,11.18
43,Mtambile,100,TZ,1558721951,79,-5.38,39.7,81.84,18.92
44,Cabatuan,100,PH,1558721952,91,16.95,121.67,76.26,1.88
45,Rikitea,67,PF,1558721952,73,-23.12,-134.97,75.54,10.16
46,Punta Arenas,40,CL,1558721952,70,-53.16,-70.91,46.4,28.86
47,Severo-Kurilsk,99,RU,1558721952,94,50.68,156.12,40.26,8.57
48,Wanlaweyn,93,SO,1558721829,80,2.62,44.89,80.58,11.34
49,Roros,75,NO,1558721953,100,62.57,11.38,46.4,9.17
50,High Level,1,CA,1558721953,38,58.52,-117.13,59.0,2.55
51,Evensk,100,RU,1558721953,94,61.92,159.24,42.06,4.05
52,Norman Wells,20,CA,1558721954,47,65.28,-126.83,59.0,12.75
53,Barlinek,0,PL,1558721954,42,53.0,15.22,69.01,2.24
54,Georgetown,75,GY,1558721750,100,6.8,-58.16,75.2,4.7
55,Coquimbo,0,CL,1558721955,71,-29.95,-71.34,73.0,13.87
56,Svetlogorsk,75,RU,1558721955,86,53.14,59.15,41.0,15.66
57,Upernavik,83,GL,1558721956,77,72.79,-56.15,35.22,4.63
58,Salalah,40,OM,1558721956,89,17.01,54.1,86.0,6.93
59,Tiksi,74,RU,1558721956,96,71.64,128.87,29.82,7.18
60,Iqaluit,75,CA,1558721957,69,63.75,-68.52,37.0,8.05
61,Bridlicna,0,CZ,1558721957,51,49.91,17.37,64.0,2.24
62,Barrow,83,AR,1558721957,36,-38.31,-60.23,67.26,10.29
63,Bluff,0,AU,1558721957,91,-23.58,149.07,60.06,7.18
64,Jamestown,6,AU,1558721958,93,-33.21,138.6,53.4,4.47
65,Pangnirtung,75,CA,1558721958,80,66.15,-65.72,35.6,16.11
66,Ambilobe,0,MG,1558721959,74,-13.19,49.05,75.72,10.83
67,Cabo San Lucas,5,MX,1558721834,57,22.89,-109.91,84.0,8.1
68,Avarua,61,CK,1558721680,83,-21.21,-159.78,75.2,9.17
69,Byron Bay,90,AU,1558721959,93,-28.65,153.62,62.01,3.51
70,Cheremukhovo,10,RU,1558721960,59,56.23,46.23,41.7,2.48
71,Samarai,100,PG,1558721960,97,-10.62,150.67,73.92,4.03
72,Tuktoyaktuk,75,CA,1558721960,71,69.44,-133.03,48.2,9.17
73,Thompson,90,CA,1558721827,87,55.74,-97.86,42.8,6.93
74,Makinsk,86,KZ,1558721961,48,52.63,70.42,60.78,16.8
75,Qaanaaq,49,GL,1558721961,84,77.48,-69.36,33.96,7.0
76,Yellowknife,40,CA,1558721961,44,62.45,-114.38,39.0,8.05
77,Pouebo,0,NC,1558721961,91,-20.4,164.57,65.82,2.93
78,Yulara,53,AU,1558721962,54,-25.24,130.99,53.6,4.7
79,Hobart,75,AU,1558721920,58,-42.88,147.33,55.4,9.17
80,Carmo do Rio Claro,100,BR,1558721962,74,-20.97,-46.12,72.66,10.11
81,Filadelfia,0,PY,1558721962,40,-22.35,-60.04,71.94,3.18
82,Nikolskoye,75,RU,1558721963,54,59.7,30.79,57.2,7.58
83,Hirado,49,JP,1558721963,64,33.32,129.49,69.01,3.36
84,Coihaique,75,CL,1558721963,76,-45.58,-72.07,50.0,6.93
85,Mar del Plata,99,AR,1558721964,48,-46.43,-67.52,58.44,25.72
86,New Norfolk,75,AU,1558721964,58,-42.78,147.06,55.4,9.17
87,Kjopsvik,75,NO,1558721964,57,68.1,16.37,53.01,16.11
88,Marakkanam,25,IN,1558721964,69,12.2,79.95,87.06,13.47
89,Turbat,0,PK,1558721965,26,26.0,63.05,95.52,4.9
90,Honningsvag,0,NO,1558721965,59,70.98,25.97,37.4,5.82
91,Valreas,0,FR,1558721965,68,44.38,4.99,75.2,11.41
92,Kodiak,75,US,1558721965,47,39.95,-94.76,79.0,23.04
93,Vaini,40,IN,1558721966,88,15.34,74.49,77.0,9.17
94,Krasnaya Gorka,1,RU,1558721966,66,55.19,56.67,38.1,6.58
95,Ancud,90,CL,1558721966,100,-41.87,-73.83,46.4,16.11
96,Diffa,24,NE,1558721967,5,13.32,12.61,93.0,4.0
97,Nouadhibou,0,MR,1558721967,64,20.93,-17.03,71.6,23.04
98,Kathu,82,ZA,1558721968,61,-27.7,23.05,60.01,2.71
99,Maceio,40,BR,1558721780,58,-9.67,-35.74,84.2,5.82
100,Opuwo,0,NA,1558721968,28,-18.06,13.84,75.18,6.2
101,Bandarbeyla,11,SO,1558721968,67,9.49,50.81,83.46,8.43
102,Ribeira Grande,75,PT,1558721969,94,38.52,-28.7,68.0,6.93
103,Castro,90,CL,1558721969,100,-42.48,-73.76,46.4,16.11
104,Mount Gambier,75,AU,1558721969,93,-37.83,140.78,55.4,8.05
105,Shingu,0,JP,1558721970,43,33.72,135.99,56.28,3.89
106,Salym,100,RU,1558721970,63,60.06,71.48,39.9,4.25
107,Fort Nelson,75,CA,1558721970,54,58.81,-122.69,55.4,3.36
108,Buea,40,CM,1558721970,83,4.16,9.23,82.4,2.24
109,Henties Bay,0,NA,1558721971,85,-22.12,14.28,63.0,1.01
110,Kloulklubed,40,PW,1558721971,94,7.04,134.26,73.4,4.7
111,Kodinsk,28,RU,1558721971,57,58.6,99.18,38.82,3.29
112,Kieta,51,PG,1558721972,76,-6.22,155.63,82.02,5.19
113,Sinnamary,48,GF,1558721972,79,5.38,-52.96,82.56,12.35
114,Arraial do Cabo,75,BR,1558721972,83,-22.97,-42.02,80.6,6.93
115,Pangody,54,RU,1558721973,77,65.85,74.49,26.58,11.43
116,Washington DC.,1,US,1558721891,36,38.9,-77.04,82.99,12.75
117,Victor Harbor,75,AU,1558721973,93,-35.55,138.62,57.99,6.93
118,Bud,75,NO,1558721973,81,62.91,6.91,51.8,8.05
119,Burnie,20,AU,1558721974,88,-41.05,145.91,54.0,8.01
120,Kruisfontein,0,ZA,1558721974,86,-34.0,24.73,52.68,2.84
121,Lebu,20,ET,1558721974,52,8.96,38.73,64.4,13.87
122,Port Lincoln,69,AU,1558721975,73,-34.72,135.86,63.48,21.23
123,Ulladulla,90,AU,1558721975,45,-35.36,150.48,62.6,14.99
124,Rome,0,IT,1558721975,77,41.89,12.48,68.0,6.93
125,Dikson,54,RU,1558721976,92,73.51,80.55,24.78,6.11
126,Kaitangata,100,NZ,1558721976,65,-46.28,169.85,50.0,4.0
127,Airai,89,TL,1558721976,75,-8.93,125.41,73.92,6.98
128,Oum Hadjer,4,TD,1558721977,10,13.3,19.7,101.28,3.38
129,Atuona,45,PF,1558721977,76,-9.8,-139.03,81.48,15.7
130,Znamenskoye,100,RU,1558721977,90,57.13,73.82,52.68,1.99
131,College,90,US,1558721978,81,64.86,-147.8,55.4,3.36
132,Faanui,36,PF,1558721978,72,-16.48,-151.75,82.74,9.55
133,Trinidad,0,UY,1558721978,63,-33.52,-56.9,61.14,7.31
134,Codrington,90,AU,1558721978,93,-28.95,153.24,62.01,2.95
135,Chuy,0,UY,1558721979,51,-33.69,-53.46,62.22,2.13
136,Skjervoy,75,NO,1558721979,78,70.03,20.97,41.0,12.75
137,Lompoc,1,US,1558721980,68,34.64,-120.46,70.0,11.41
138,Cascais,20,PT,1558721980,68,38.7,-9.42,70.0,28.86
139,Dalvik,40,SE,1558721980,87,57.79,14.13,51.01,9.17
140,Antofagasta,20,CL,1558721980,67,-23.65,-70.4,66.0,11.41
141,Saint-Orens-de-Gameville,100,FR,1558721981,87,43.56,1.54,60.8,9.17
142,Sambava,6,MG,1558721981,95,-14.27,50.17,69.24,3.22
143,Provideniya,96,RU,1558721981,89,64.42,-173.23,35.94,4.94
144,Belem de Sao Francisco,59,BR,1558721982,43,-8.75,-38.97,89.04,10.31
145,Raudeberg,20,NO,1558721982,76,61.99,5.14,55.4,16.11
146,Sydney,0,AU,1558721934,67,-33.85,151.22,57.99,8.05
147,Iracoubo,73,GF,1558721982,70,5.48,-53.21,85.62,7.14
148,Hohhot,0,CN,1558721983,42,40.81,111.65,62.6,4.47
149,Bemidji,90,US,1558721983,93,47.48,-94.89,50.0,11.41
150,Brookhaven,1,US,1558721983,43,40.78,-72.92,75.99,24.16
151,Puerto Ayora,20,EC,1558721984,69,-0.74,-90.35,82.4,18.34
152,Burns Lake,100,CA,1558721984,76,54.23,-125.76,51.96,5.68
153,Saldanha,91,PT,1558721984,33,41.42,-6.55,73.38,7.99
154,Bredasdorp,0,ZA,1558721984,87,-34.53,20.04,55.99,1.12
155,Xining,92,CN,1558721985,38,36.62,101.77,50.7,3.87
156,Kokopo,71,PG,1558721985,98,-4.34,152.27,70.5,2.13
157,Ostrovnoy,92,RU,1558721986,63,68.05,39.51,37.2,5.91
158,Saskylakh,53,RU,1558721986,95,71.97,114.09,19.02,5.86
159,Nioro,14,GM,1558721986,10,13.79,-15.05,105.96,5.17
160,Varkaus,0,FI,1558721987,65,62.32,27.87,46.4,6.93
161,Manuk Mangkaw,80,PH,1558721987,70,4.8,119.85,84.54,2.39
162,Saint-Philippe,90,CA,1558721987,67,45.36,-73.48,62.01,16.11
163,Turinsk,20,RU,1558721987,51,58.04,63.7,38.46,6.98
164,Grand Gaube,40,MU,1558721988,83,-20.01,57.66,75.2,2.24
165,Qaqortoq,75,GL,1558721961,28,60.72,-46.03,55.4,44.96
166,Saint-Pierre,34,FR,1558721988,72,48.95,4.24,71.6,3.36
167,Solnechnyy,100,RU,1558721989,94,50.72,136.64,57.72,4.59
168,Jiazi,0,CN,1558721989,94,19.61,110.49,80.6,4.47
169,Melipilla,98,CL,1558721989,39,-33.69,-71.21,68.0,2.24
170,Bethel,40,US,1558721990,81,60.79,-161.76,48.2,3.36
171,Khatanga,100,RU,1558721990,95,71.98,102.47,31.08,7.7
172,Sabang,92,PH,1558721991,77,13.72,123.58,83.64,9.53
173,Namatanai,100,PG,1558721991,87,-3.66,152.44,77.16,5.82
174,Portland,90,US,1558721643,71,45.52,-122.67,59.0,5.82
175,San Patricio,99,PY,1558721991,80,-26.98,-56.83,63.12,6.2
176,Dingle,94,PH,1558721992,79,11.0,122.67,78.6,3.29
177,Rosarito,40,CO,1558721767,69,4.91,-75.23,82.4,6.93
178,Lagunas,32,PE,1558721992,40,-5.23,-75.68,94.8,1.21
179,Abu Zabad,77,SD,1558721993,23,12.35,29.25,96.42,12.21
180,Ilulissat,40,GL,1558721993,52,69.22,-51.1,46.4,5.82
181,Debre Tabor,93,ET,1558721994,47,11.86,38.01,70.14,1.12
182,Hithadhoo,52,MV,1558721994,76,-0.6,73.08,84.54,3.15
183,Baltiysk,0,RU,1558721994,72,54.66,19.91,59.0,2.24
184,Ponta do Sol,100,BR,1558721994,65,-20.63,-46.0,74.64,10.11
185,Okhotsk,92,RU,1558721995,90,59.36,143.24,39.54,6.85
186,Goundam,45,ML,1558721995,22,16.42,-3.66,102.36,11.68
187,Senekal,45,ZA,1558721995,39,-28.32,27.62,56.82,5.26
188,Erenhot,21,CN,1558721996,32,43.65,111.97,68.88,15.46
189,Narsaq,75,GL,1558721996,28,60.91,-46.05,55.4,44.96
190,Laguna,5,MX,1558721996,13,27.52,-110.01,86.0,4.7
191,Goderich,80,CA,1558721997,83,43.74,-81.71,63.0,7.49
192,Camalu,0,MX,1558721997,84,30.85,-116.07,59.52,13.2
193,Turukhansk,63,RU,1558721997,68,65.8,87.96,40.26,16.4
194,Isangel,43,VU,1558721998,79,-19.55,169.27,76.8,11.56
195,Bowen,75,AU,1558721998,93,-20.01,148.25,68.0,8.79
196,Beyneu,49,KZ,1558721998,53,45.32,55.19,67.44,14.54
197,Jonuta,40,MX,1558721998,49,18.08,-92.13,93.2,6.93
198,Joshimath,2,IN,1558721999,35,30.57,79.57,48.54,7.09
199,Tall Kayf,40,TR,1558721999,32,37.08,41.07,84.2,8.05
200,Monrovia,100,LR,1558721999,81,6.33,-10.8,79.68,3.56
201,Paso de Carrasco,0,UY,1558722000,55,-34.86,-56.05,64.0,9.17
202,Ust-Karsk,53,RU,1558722000,62,52.71,118.82,41.52,3.6
203,Mamallapuram,20,IN,1558722001,79,12.63,80.17,87.8,11.41
204,Hambantota,98,LK,1558722001,80,6.12,81.12,83.82,14.74
205,Alexandria,20,US,1558721844,52,31.31,-92.44,89.6,11.41
206,Jaciara,64,BR,1558722002,56,-15.95,-54.98,78.6,6.11
207,Murovane,75,UA,1558722002,82,50.41,24.11,59.0,6.71
208,Diamantino,36,BR,1558722002,58,-14.4,-56.44,79.68,8.41
209,Murgab,40,TM,1558722002,46,37.5,61.97,73.4,4.7
210,Gizo,0,IL,1558722003,69,31.8,34.94,79.0,13.87
211,Hobyo,6,SO,1558722003,73,5.35,48.53,84.18,12.62
212,Buchanan,80,LR,1558722003,82,5.88,-10.05,81.48,11.54
213,Deputatskiy,90,RU,1558722004,92,69.3,139.9,26.94,0.63
214,Palmer,75,AU,1558722004,93,-34.85,139.16,57.99,6.93
215,Todos Santos,5,MX,1558722005,57,23.45,-110.23,84.0,14.92
216,Porto Belo,75,BR,1558722005,94,-27.15,-48.54,68.0,8.05
217,Zunyi,100,CN,1558722006,93,27.73,106.92,67.62,3.6
218,Yarada,20,IN,1558721917,79,17.65,83.27,86.0,10.29
219,Clinton,20,US,1558721969,88,41.84,-90.19,68.0,18.34
220,Launceston,40,AU,1558722007,87,-41.43,147.14,55.99,17.22
221,Salekhard,100,RU,1558721853,84,66.54,66.62,29.46,15.86
222,El Tigre,100,VE,1558722007,52,8.89,-64.25,88.5,6.15
223,George,40,NG,1558722008,83,6.63,3.35,82.4,2.24
224,Serebryanyy Bor,100,RU,1558722008,79,56.8,124.8,38.28,11.92
225,Clyde River,75,CA,1558722009,100,70.47,-68.59,28.4,13.87
226,Honiara,40,SB,1558722009,100,-9.43,159.96,73.4,9.95
227,Sobolevo,100,RU,1558722009,93,54.43,31.9,60.96,8.99
228,Gweru,2,ZW,1558722010,78,-19.46,29.82,57.36,13.4
229,Luziania,40,BR,1558721977,45,-16.25,-47.95,82.4,5.82
230,Adrar,48,DZ,1558722010,9,27.87,-0.29,104.0,6.93
231,Mahibadhoo,100,MV,1558722011,75,3.78,72.97,84.72,12.5
232,Nanortalik,100,GL,1558722011,51,60.14,-45.24,49.08,24.09
233,Tlacotepec,40,MX,1558722011,43,18.96,-99.93,69.8,5.82
234,Bam,13,IR,1558722012,37,29.11,58.36,66.9,2.26
235,Togur,100,RU,1558722012,79,58.36,82.83,52.86,16.71
236,San Ignacio,75,CL,1558722012,81,-36.8,-72.03,55.0,5.82
237,Margate,75,AU,1558722012,58,-43.03,147.26,55.4,9.17
238,Saint George,40,GR,1558722013,49,39.45,22.34,71.6,4.7
239,Piney Green,1,US,1558722013,44,35.09,-78.48,97.0,8.05
240,Wamba,100,CD,1558722013,92,2.14,27.99,70.14,2.8
241,Harper,90,US,1558722014,69,30.3,-99.24,82.4,16.11
242,Guerrero Negro,0,MX,1558722014,81,27.97,-114.04,61.32,15.46
243,Mahon,75,IE,1558722015,63,51.89,-8.4,64.0,8.05
244,Kosonsoy,40,UZ,1558722015,82,41.25,71.55,57.2,6.93
245,Nacala,4,MZ,1558722015,86,-14.56,40.69,71.94,6.15
246,Wagar,13,US,1558722015,56,31.44,-87.99,90.0,1.99
247,Point Pleasant,75,US,1558722016,44,40.08,-74.07,78.01,25.28
248,Luanda,40,AO,1558722016,78,-8.83,13.24,78.8,9.17
249,Constitucion,5,MX,1558722016,13,23.99,-104.67,79.0,4.7
250,Faya,20,SA,1558722017,82,18.39,42.45,62.6,4.7
251,Pacific Grove,90,US,1558722017,77,36.62,-121.92,68.0,5.82
252,Saint-Joseph,75,FR,1558722017,82,43.56,6.97,70.0,2.24
253,Klaksvik,98,FO,1558722018,70,62.23,-6.59,44.6,9.17
254,Bafoussam,70,CM,1558722018,94,5.48,10.42,63.3,1.77
255,Petukhovo,100,RU,1558722018,89,55.06,67.89,50.7,15.28
256,Necochea,18,AR,1558722019,15,-38.55,-58.74,71.01,5.99
257,Huilong,100,CN,1558722019,96,28.89,110.18,67.44,3.27
258,Buraydah,0,SA,1558722010,26,26.33,43.97,91.4,3.36
259,Winnemucca,20,US,1558721880,58,40.97,-117.74,59.0,7.76
260,Synya,100,RU,1558722020,69,65.37,58.04,29.28,13.47
261,Anori,32,BR,1558722020,53,-3.74,-61.66,91.2,4.5
262,Bubaque,20,GW,1558722021,77,11.28,-15.83,80.22,17.0
263,Iskateley,48,RU,1558722021,83,67.68,53.15,27.84,11.86
264,Yerbogachen,80,RU,1558722021,63,61.28,108.01,37.56,6.15
265,Rena,29,NO,1558722022,76,61.13,11.37,48.99,4.45
266,Ballina,40,IE,1558722022,72,54.11,-9.15,61.0,9.17
267,Canutama,62,BR,1558722022,51,-6.53,-64.38,91.2,3.24
268,Juri,1,KR,1558722023,88,35.75,128.62,69.8,1.12
269,Victoria,75,BN,1558722023,88,5.28,115.24,80.6,5.3
270,Ostersund,75,SE,1558722024,87,63.18,14.64,52.0,5.82
271,San Carlos de Bariloche,75,AR,1558722024,25,-41.13,-71.31,53.6,20.8
272,Sitka,12,US,1558722024,58,37.17,-99.65,71.01,1.99
273,Half Moon Bay,90,US,1558722025,87,37.46,-122.43,71.01,8.05
274,Mapiripan,86,CO,1558722025,83,2.89,-72.13,82.02,3.6
275,Barabai,100,ID,1558722025,98,-2.59,115.38,74.28,1.1
276,Tholey,0,DE,1558722025,40,49.48,7.03,72.0,6.93
277,Yumen,100,CN,1558722026,17,40.29,97.04,60.96,16.69
278,Quepos,75,CR,1558722026,73,9.43,-84.16,77.0,8.05
279,Zyryanka,50,RU,1558722026,80,65.73,150.89,43.5,14.03
280,Guanica,90,PR,1558722026,83,17.97,-66.91,86.0,9.17
281,Itoman,20,JP,1558722027,60,26.12,127.67,73.4,3.36
282,Humberto de Campos,85,BR,1558722027,69,-2.6,-43.46,86.16,6.67
283,Wattegama,100,LK,1558722027,85,7.35,80.68,75.9,4.05
284,Kastamonu,23,TR,1558722028,89,41.38,33.78,54.84,3.42
285,Baykit,10,RU,1558722028,69,61.68,96.39,30.9,2.28
286,Mehamn,0,NO,1558722028,60,71.03,27.85,41.0,8.05
287,Gigmoto,98,PH,1558722028,76,13.78,124.39,83.82,8.81
288,Kuito,10,AO,1558722029,59,-12.38,16.94,62.94,2.15
289,Gravdal,75,NO,1558722029,87,59.79,5.78,51.01,19.46
290,Nabire,100,ID,1558722029,99,-3.36,135.5,70.5,0.83
291,Krutinka,99,RU,1558722029,38,56.01,71.51,66.54,23.26
292,Saurimo,16,AO,1558722030,43,-9.66,20.4,74.64,5.28
293,Iwanai,33,JP,1558722030,73,42.97,140.51,50.88,7.07
294,Pisco,90,PE,1558722030,30,-13.71,-76.2,71.6,6.93
295,Luganville,92,VU,1558722031,91,-15.51,167.18,67.98,2.08
296,Coahuayana,55,MX,1558722031,24,18.62,-100.35,101.82,3.67
297,Kouroussa,100,GN,1558722031,54,10.65,-9.88,89.22,1.81
298,Mao,20,DO,1558722031,49,19.55,-71.08,91.99,13.87
299,Mahebourg,40,MU,1558722032,83,-20.41,57.7,75.2,2.24
300,Acapulco,5,MX,1558722032,74,16.86,-99.88,86.0,6.93
301,Yendi,90,GH,1558722032,37,9.45,0.0,96.06,1.9
302,Olinda,40,EC,1558722033,62,-2.03,-79.75,86.0,9.17
303,Manggar,100,ID,1558722033,86,-2.88,108.27,80.22,4.74
304,Te Anau,100,NZ,1558722034,90,-45.41,167.72,45.66,5.23
305,Chokurdakh,100,RU,1558722034,100,70.62,147.9,34.32,3.31
306,Acari,52,BR,1558722034,40,-6.44,-36.64,92.1,10.92
307,Caravelas,43,BR,1558722034,58,-17.73,-39.27,85.62,6.33
308,Hovd,75,NO,1558722035,76,63.83,10.7,55.4,21.92
309,Jimo,0,CN,1558722035,38,36.39,120.46,75.2,8.95
310,Bafoulabe,100,ML,1558722035,23,13.81,-10.83,97.5,6.17
311,Souillac,0,FR,1558722036,82,45.6,-0.6,64.99,5.82
312,Ormara,0,PK,1558722036,35,25.21,64.64,91.38,14.09
313,Copiapo,40,CL,1558722036,76,-27.37,-70.33,55.4,13.87
314,Elko,75,US,1558722036,54,40.83,-115.76,54.0,8.05
315,Khilok,100,RU,1558722037,55,51.36,110.46,37.92,3.98
316,Reforma,5,MX,1558722037,13,24.02,-104.65,79.0,4.7
317,Leningradskiy,85,RU,1558722038,87,69.38,178.42,34.5,9.06
318,Neyshabur,25,IR,1558721768,57,36.21,58.79,61.68,1.48
319,Alofi,75,NU,1558722038,100,-19.06,-169.92,71.6,9.17
320,Bunbury,20,GB,1558722038,72,53.12,-2.65,63.0,9.17
321,Asosa,100,ET,1558722039,77,10.07,34.53,71.4,2.51
322,Vana-Vigala,0,EE,1558722039,76,58.78,24.25,60.01,2.24
323,Carahue,75,CL,1558722039,100,-38.71,-73.16,41.0,3.36
324,Ayna,40,ES,1558722039,77,38.55,-2.07,62.6,13.87
325,Nara,45,JP,1558722040,88,34.68,135.8,66.2,6.93
326,Buta,100,CD,1558722040,82,2.79,24.73,75.9,1.99
327,Carballo,20,ES,1558722040,82,43.21,-8.69,66.99,12.75
328,Mendi,84,ET,1558722041,67,9.8,35.1,73.74,3.78
329,Itatskiy,27,RU,1558722041,81,56.07,89.04,43.14,8.32
330,Khanpur,0,PK,1558722041,16,28.65,70.66,97.5,1.59
331,Bambous Virieux,40,MU,1558722042,83,-20.34,57.76,75.2,2.24
332,Port Hueneme,20,US,1558722042,72,34.15,-119.2,72.0,11.41
333,Mezen,0,RU,1558722042,62,65.85,44.24,33.96,4.65
334,Paamiut,100,GL,1558722043,58,61.99,-49.67,45.48,19.06
335,Kavaratti,100,IN,1558722043,73,10.57,72.64,85.8,9.69
336,Karratha,89,AU,1558722043,44,-20.74,116.85,77.88,7.45
337,Tiznit,0,MA,1558722043,78,29.7,-9.73,67.62,18.95
338,Jacareacanga,40,BR,1558722044,51,-6.22,-57.76,91.38,5.3
339,Samokov,75,MK,1558722044,82,41.68,21.15,60.8,3.36
340,Carbonear,90,CA,1558722044,81,47.73,-53.24,46.0,6.93
341,Flinders,90,AU,1558722045,45,-34.58,150.85,62.6,14.99
342,Walvis Bay,75,NA,1558722045,46,-22.95,14.51,73.4,2.24
343,Roald,75,NO,1558722045,87,62.58,6.12,51.8,9.17
344,Butembo,93,CD,1558722045,96,0.12,29.29,64.74,3.44
345,Shache,100,CN,1558721763,49,38.42,77.24,80.01,11.3
346,Baghmara,60,IN,1558722046,52,23.8,86.21,94.08,8.7
347,Cananeia,40,BR,1558722032,89,-25.01,-47.93,75.36,3.02
348,Sorong,99,ID,1558722046,91,-0.86,131.25,76.98,1.66
349,Muli,0,IN,1558722046,54,22.62,71.45,86.7,15.75
350,Mareeba,20,AU,1558721842,78,-16.99,145.42,71.6,9.17
351,Bonthe,100,SL,1558722047,83,7.53,-12.5,80.58,4.59
352,LOS ALGARROBOS,40,EC,1558722047,58,-3.25,-79.94,89.6,4.7
353,Talnakh,0,RU,1558722047,82,69.49,88.39,32.0,22.37
354,Vanimo,48,PG,1558722048,75,-2.67,141.3,81.3,4.43
355,Tura,83,IN,1558721957,91,25.52,90.21,77.88,5.73
356,Port Elizabeth,1,US,1558722048,36,39.31,-74.98,82.0,16.11
357,Vanavara,72,RU,1558722048,59,60.35,102.28,35.94,4.88
358,Tessalit,48,ML,1558722049,11,20.2,1.01,98.76,3.65
359,Tarakan,97,ID,1558721913,84,3.3,117.63,79.32,1.12
360,Winton,62,AU,1558722054,42,-22.38,143.04,72.66,10.25
361,Lagoa,0,PT,1558722054,36,37.14,-8.45,79.0,11.41
362,Vrangel,23,RU,1558722054,76,42.73,133.08,50.7,1.95
363,Sortavala,100,RU,1558722055,63,61.7,30.69,44.4,5.3
364,Satao,100,PT,1558722055,34,40.74,-7.73,78.01,3.0
365,Nhulunbuy,40,AU,1558722055,88,-12.18,136.78,77.0,8.05
366,Verkh-Usugli,49,RU,1558722056,56,52.7,115.17,36.84,5.23
367,Luderitz,0,NA,1558722056,49,-26.65,15.16,71.6,4.7
368,Kapit,100,MY,1558722056,93,2.02,112.94,74.82,0.09
369,Magistralnyy,0,RU,1558722056,57,56.17,107.45,32.16,2.98
370,Sines,100,PT,1558722060,78,37.96,-8.87,66.0,11.99
371,Nanakuli,90,US,1558722060,88,21.39,-158.15,82.4,6.26
372,Kyshtovka,100,RU,1558722060,64,56.56,76.62,57.18,12.59
373,Vila Franca do Campo,20,PT,1558722060,82,37.72,-25.43,68.0,8.05
374,Tilichiki,100,RU,1558722061,92,60.47,166.1,37.02,4.5
375,Lincoln,40,GB,1558722009,45,53.23,-0.54,70.0,12.75
